,ACTIVATION_DATE,SUBSCRIPTION_ID,BUNDLE_NAME,REVENUE,PROVINCE,LANGUAGE,Interaction
28693,10/4/2023,3890782547.0,Daily 200MB Data Bundle,15.0,FARAH,Dari,1
75601,10/14/2023,3890735639.0,Hourly Bundle 400MB,10.0,BAGHLAN,Dari,1
97672,10/14/2023,3890713568.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
63696,10/1/2023,3890747544.0,Hourly 50 Onnet Min,10.0,KABUL,Dari,1
39765,10/20/2023,3890771475.0,Daily 200MB Data Bundle,15.0,GHAZNI,Dari,1
8891,10/18/2023,3890802349.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
12795,10/15/2023,3890798445.0,Hourly Bundle 400MB,40.0,GHAZNI,Pashto,1
38657,10/11/2023,3890772583.0,Daily 200MB Data Bundle,15.0,LAGHMAN,English,1
504,10/27/2023,3890810736.0,Monthly 550 Min,135.0,KABUL,Dari,1
9368,10/16/2023,3890801872.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
97548,10/14/2023,3890713692.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Dari,1
86624,10/16/2023,3890724616.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
18614,10/30/2023,3890792626.0,Daily 200MB Data Bundle,15.0,LAGHMAN,Pashto,1
82977,10/21/2023,3890728263.0,Daily 200MB Data Bundle,75.0,GHAZNI,Pashto,1
54754,10/27/2023,3890756486.0,Hourly Bundle 400MB,10.0,FARYAB,Dari,1
55602,10/27/2023,3890755638.0,Hourly Bundle 400MB,20.0,LAGHMAN,Pashto,1
36090,10/11/2023,3890775150.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
75338,10/5/2023,3890735902.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
28889,10/11/2023,3890782351.0,Monthly 2.5GB Special Offer,250.0,FARYAB,Dari,1
27294,10/27/2023,3890783946.0,Hourly 50 Onnet Min,20.0,NANGARHAR,Pashto,1
95387,10/20/2023,3890715853.0,Hourly Bundle 400MB,40.0,KABUL,Dari,1
39101,10/17/2023,3890772139.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
44985,10/12/2023,3890766255.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
50560,10/5/2023,3890760680.0,Hourly Bundle 400MB,10.0,QANDAHAR,Pashto,1
63431,10/9/2023,3890747809.0,Daily 200MB Data Bundle,30.0,BAGHLAN,Dari,1
36074,10/1/2023,3890775166.0,Hourly Bundle 400MB,10.0,KHOST,Pashto,1
45028,10/6/2023,3890766212.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
5248,10/20/2023,3890805992.0,Hourly Bundle 400MB,10.0,WARDAK,Pashto,1
68576,10/18/2023,3890742664.0,Hourly Bundle 400MB,10.0,HERAT,Pashto,1
75387,10/27/2023,3890735853.0,Daily 200MB Data Bundle,15.0,JOZJAN,Dari,1
70999,10/26/2023,3890740241.0,Daily 200MB Data Bundle,45.0,NANGARHAR,Pashto,1
95965,10/27/2023,3890715275.0,Monthly 550 Min,135.0,KABUL,Pashto,1
81336,10/6/2023,3890729904.0,Hourly Bundle 400MB,40.0,KABUL,Pashto,1
70623,10/8/2023,3890740617.0,Daily 200MB Data Bundle,30.0,NANGARHAR,Pashto,1
22790,10/28/2023,3890788450.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
85228,10/21/2023,3890726012.0,Daily 200MB Data Bundle,15.0,LAGHMAN,Pashto,1
78865,10/1/2023,3890732375.0,Monthly 2.5GB Special Offer,250.0,KHOST,Pashto,1
50874,10/19/2023,3890760366.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
56700,10/4/2023,3890754540.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
13941,10/18/2023,3890797299.0,Hourly Bundle 400MB,10.0,KHOST,Pashto,1
98754,10/18/2023,3890712486.0,Monthly 550 Min,135.0,KABUL,Dari,1
59125,10/28/2023,3890752115.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
32389,10/5/2023,3890778851.0,Hourly Bundle 400MB,20.0,NANGARHAR,Dari,1
29365,10/1/2023,3890781875.0,Hourly Bundle 400MB,40.0,PAKTIA,Pashto,1
331,10/10/2023,3890810909.0,Daily 200MB Data Bundle,15.0,JOZJAN,Dari,1
86382,10/16/2023,3890724858.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
14196,10/6/2023,3890797044.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
89486,10/6/2023,3890721754.0,Daily 200MB Data Bundle,30.0,PARWAN,Dari,1
76287,10/27/2023,3890734953.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
57032,10/23/2023,3890754208.0,Hourly Bundle 400MB,10.0,WARDAK,Pashto,1
84768,10/23/2023,3890726472.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
67751,10/20/2023,3890743489.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
92450,10/15/2023,3890718790.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
86620,10/24/2023,3890724620.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
42383,10/20/2023,3890768857.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
55389,10/18/2023,3890755851.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
79156,10/29/2023,3890732084.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
39739,10/14/2023,3890771501.0,Hourly Bundle 400MB,10.0,KAPISA,Dari,1
14396,10/7/2023,3890796844.0,Hourly Bundle 400MB,10.0,HELMAND,Pashto,1
29418,10/29/2023,3890781822.0,Hourly Bundle 400MB,30.0,KABUL,Pashto,1
21528,10/24/2023,3890789712.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
9789,10/15/2023,3890801451.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
98404,10/18/2023,3890712836.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
48962,10/10/2023,3890762278.0,Daily 200MB Data Bundle,30.0,NANGARHAR,Dari,1
52791,10/23/2023,3890758449.0,Hourly Bundle 400MB,10.0,TAKHAR,Dari,1
10692,10/5/2023,3890800548.0,Hourly Bundle 400MB,30.0,NANGARHAR,Pashto,1
68567,10/13/2023,3890742673.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
12559,10/8/2023,3890798681.0,Monthly 550 Min,135.0,LAGHMAN,Pashto,1
89092,10/21/2023,3890722148.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
92949,10/22/2023,3890718291.0,Hourly Bundle 400MB,10.0,BALKH,Dari,1
48946,10/28/2023,3890762294.0,Monthly 2.5GB Special Offer,250.0,KONDUZ,Dari,1
60745,10/22/2023,3890750495.0,Daily 200MB Data Bundle,30.0,BAGHLAN,Dari,1
65739,10/25/2023,3890745501.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
39919,10/7/2023,3890771321.0,Monthly 550 Min,135.0,LAGHMAN,Pashto,1
7910,10/11/2023,3890803330.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
17923,10/8/2023,3890793317.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
93254,10/24/2023,3890717986.0,Daily 200MB Data Bundle,15.0,HERAT,Pashto,1
59998,10/11/2023,3890751242.0,Hourly Bundle 400MB,40.0,NANGARHAR,Dari,1
69441,10/1/2023,3890741799.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
38607,10/22/2023,3890772633.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
78297,10/13/2023,3890732943.0,Hourly Bundle 400MB,10.0,HERAT,Pashto,1
3830,10/18/2023,3890807410.0,Hourly Bundle 400MB,30.0,KABUL,Pashto,1
82481,10/4/2023,3890728759.0,Daily 200MB Data Bundle,30.0,GHOR,Dari,1
33115,10/26/2023,3890778125.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
91008,10/28/2023,3890720232.0,Hourly Bundle 400MB,20.0,KABUL,English,1
52388,10/14/2023,3890758852.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
21141,10/23/2023,3890790099.0,Hourly Bundle 400MB,30.0,GHAZNI,Pashto,1
51860,10/25/2023,3890759380.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
27271,10/29/2023,3890783969.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
32964,10/29/2023,3890778276.0,Hourly Bundle 400MB,10.0,PAKTIA,Pashto,1
80373,10/8/2023,3890730867.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
57644,10/16/2023,3890753596.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
78359,10/28/2023,3890732881.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
78603,10/4/2023,3890732637.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
35902,10/27/2023,3890775338.0,Daily 200MB Data Bundle,15.0,KAPISA,Dari,1
8584,10/29/2023,3890802656.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
63635,10/30/2023,3890747605.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
21377,10/26/2023,3890789863.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
4630,10/20/2023,3890806610.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
810,10/17/2023,3890810430.0,Hourly Bundle 400MB,20.0,NANGARHAR,Pashto,1
99854,10/20/2023,3890711386.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
23704,10/25/2023,3890787536.0,Hourly Bundle 400MB,30.0,KABUL,Dari,1
98115,10/24/2023,3890713125.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
66653,10/27/2023,3890744587.0,Hourly 50 Onnet Min,10.0,KABUL,Dari,1
9816,10/6/2023,3890801424.0,Monthly 20GB for 999AFN,999.0,NANGARHAR,Pashto,1
31125,10/14/2023,3890780115.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
26815,10/21/2023,3890784425.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
5294,10/20/2023,3890805946.0,Hourly Bundle 400MB,10.0,BADGHIS,Dari,1
5963,10/21/2023,3890805277.0,Hourly Bundle 400MB,10.0,QANDAHAR,Dari,1
91628,10/6/2023,3890719612.0,Hourly Bundle 400MB,10.0,PARWAN,Dari,1
70330,10/27/2023,3890740910.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Dari,1
99287,10/26/2023,3890711953.0,Hourly Bundle 400MB,30.0,KABUL,Dari,1
91689,10/24/2023,3890719551.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
37251,10/5/2023,3890773989.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
51338,10/15/2023,3890759902.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
49637,10/19/2023,3890761603.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
1225,10/25/2023,3890810015.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
13561,10/24/2023,3890797679.0,Monthly 2.5GB Special Offer,250.0,BALKH,Dari,1
40264,10/16/2023,3890770976.0,Daily 200MB Data Bundle,30.0,GHAZNI,Dari,1
6201,10/12/2023,3890805039.0,Hourly Bundle 400MB,30.0,PAKTIA,Pashto,1
24395,10/9/2023,3890786845.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
20529,10/8/2023,3890790711.0,Monthly 550 Min,135.0,KABUL,Dari,1
77911,10/28/2023,3890733329.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
18061,10/16/2023,3890793179.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
42645,10/30/2023,3890768595.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
89229,10/17/2023,3890722011.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
34317,10/23/2023,3890776923.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
4695,10/14/2023,3890806545.0,Hourly Bundle 400MB,30.0,NANGARHAR,Pashto,1
26812,10/2/2023,3890784428.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
78853,10/30/2023,3890732387.0,Hourly Bundle 400MB,50.0,KABUL,Pashto,1
80599,10/8/2023,3890730641.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
92004,10/16/2023,3890719236.0,Hourly Bundle 400MB,10.0,QANDAHAR,Pashto,1
38400,10/18/2023,3890772840.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
76496,10/21/2023,3890734744.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
49173,10/13/2023,3890762067.0,Daily 200MB Data Bundle,30.0,BALKH,Dari,1
49024,10/17/2023,3890762216.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
81202,10/29/2023,3890730038.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
19484,10/17/2023,3890791756.0,Daily 200MB Data Bundle,15.0,KONDUZ,Dari,1
42587,10/13/2023,3890768653.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
60,10/16/2023,3890811180.0,Daily 200MB Data Bundle,30.0,PARWAN,Dari,1
13477,10/14/2023,3890797763.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
2686,10/5/2023,3890808554.0,Hourly Bundle 400MB,20.0,BALKH,Dari,1
23988,10/12/2023,3890787252.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
64117,10/30/2023,3890747123.0,Monthly 20GB for 999AFN,999.0,QANDAHAR,Pashto,1
60695,10/25/2023,3890750545.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Dari,1
42598,10/6/2023,3890768642.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
52797,10/24/2023,3890758443.0,Hourly Bundle 400MB,10.0,GHAZNI,Dari,1
79758,10/23/2023,3890731482.0,Monthly 550 Min,135.0,KABUL,Dari,1
94039,10/30/2023,3890717201.0,Hourly Bundle 400MB,20.0,LAGHMAN,Dari,1
37315,10/25/2023,3890773925.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
66398,10/4/2023,3890744842.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
38005,10/8/2023,3890773235.0,Hourly Bundle 400MB,50.0,KONDUZ,Dari,1
91141,10/22/2023,3890720099.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
5664,10/2/2023,3890805576.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
74736,10/1/2023,3890736504.0,Hourly Bundle 400MB,10.0,LAGHMAN,Dari,1
13158,10/23/2023,3890798082.0,Monthly 550 Min,135.0,KABUL,Dari,1
71902,10/13/2023,3890739338.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
91337,10/23/2023,3890719903.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
27697,10/11/2023,3890783543.0,Monthly 550 Min,135.0,KABUL,Pashto,1
24669,10/24/2023,3890786571.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
50105,10/22/2023,3890761135.0,Hourly Bundle 400MB,20.0,KHOST,Pashto,1
75580,10/27/2023,3890735660.0,Hourly Bundle 400MB,30.0,KABUL,Dari,1
37921,10/7/2023,3890773319.0,Hourly Bundle 400MB,10.0,BALKH,Dari,1
99614,10/17/2023,3890711626.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
7937,10/15/2023,3890803303.0,Hourly Bundle 400MB,10.0,HERAT,Dari,1
57313,10/28/2023,3890753927.0,Hourly 50 Onnet Min,10.0,NANGARHAR,Pashto,1
9686,10/12/2023,3890801554.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
20693,10/6/2023,3890790547.0,Daily 200MB Data Bundle,15.0,NIMROZ,Pashto,1
60380,10/29/2023,3890750860.0,Daily 200MB Data Bundle,15.0,WARDAK,Pashto,1
94991,10/27/2023,3890716249.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
36484,10/12/2023,3890774756.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
71338,10/15/2023,3890739902.0,Daily 200MB Data Bundle,45.0,KABUL,Dari,1
9809,10/29/2023,3890801431.0,Hourly Bundle 400MB,10.0,SAR-E-POL,Dari,1
25796,10/20/2023,3890785444.0,Hourly Bundle 400MB,10.0,BALKH,Dari,1
57744,10/23/2023,3890753496.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
39430,10/13/2023,3890771810.0,Daily 200MB Data Bundle,15.0,GHAZNI,Dari,1
89316,10/23/2023,3890721924.0,Hourly Bundle 400MB,50.0,KABUL,Dari,1
86801,10/6/2023,3890724439.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
5769,10/29/2023,3890805471.0,Hourly Bundle 400MB,40.0,KABUL,Dari,1
55504,10/21/2023,3890755736.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
94387,10/20/2023,3890716853.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
70639,10/7/2023,3890740601.0,Monthly 550 Min,135.0,KABUL,Dari,1
48457,10/9/2023,3890762783.0,Daily 200MB Data Bundle,15.0,PAKTIKA,Dari,1
35464,10/15/2023,3890775776.0,Hourly Bundle 400MB,30.0,KABUL,Pashto,1
31297,10/8/2023,3890779943.0,Daily 200MB Data Bundle,30.0,BAGHLAN,Dari,1
17365,10/13/2023,3890793875.0,Monthly 550 Min,135.0,KABUL,Dari,1
13254,10/16/2023,3890797986.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
96891,10/5/2023,3890714349.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
4181,10/13/2023,3890807059.0,Daily 200MB Data Bundle,30.0,NANGARHAR,Pashto,1
59270,10/18/2023,3890751970.0,Daily 200MB Data Bundle,30.0,PARWAN,Dari,1
97421,10/25/2023,3890713819.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
64497,10/4/2023,3890746743.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
29626,10/27/2023,3890781614.0,Hourly Bundle 400MB,20.0,FARYAB,Dari,1
73036,10/10/2023,3890738204.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
59641,10/31/2023,3890751599.0,Daily 200MB Data Bundle,15.0,JOZJAN,Dari,1
19581,10/10/2023,3890791659.0,Daily 200MB Data Bundle,30.0,BALKH,Dari,1
15461,10/11/2023,3890795779.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
45298,10/8/2023,3890765942.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
66188,10/21/2023,3890745052.0,Hourly Bundle 400MB,20.0,WARDAK,Pashto,1
67454,10/4/2023,3890743786.0,Monthly 550 Min,135.0,KABUL,Dari,1
2364,10/20/2023,3890808876.0,Daily 200MB Data Bundle,15.0,LAGHMAN,Pashto,1
80778,10/29/2023,3890730462.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
28046,10/22/2023,3890783194.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
86968,10/8/2023,3890724272.0,Monthly 550 Min,135.0,KABUL,Dari,1
77985,10/31/2023,3890733255.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
87535,10/30/2023,3890723705.0,Daily 200MB Data Bundle,15.0,QANDAHAR,Pashto,1
78727,10/21/2023,3890732513.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
63369,10/12/2023,3890747871.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
10767,10/18/2023,3890800473.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
21892,10/2/2023,3890789348.0,Hourly Bundle 400MB,10.0,PARWAN,Dari,1
90620,10/12/2023,3890720620.0,Monthly 550 Min,135.0,JOZJAN,Dari,1
19312,10/20/2023,3890791928.0,Hourly Bundle 400MB,20.0,LAGHMAN,Pashto,1
57446,10/7/2023,3890753794.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Dari,1
78302,10/21/2023,3890732938.0,Daily 200MB Data Bundle,30.0,BAGHLAN,Dari,1
68656,10/19/2023,3890742584.0,Daily 200MB Data Bundle,15.0,PARWAN,Pashto,1
75586,10/24/2023,3890735654.0,Hourly Bundle 400MB,30.0,KABUL,Dari,1
5473,10/8/2023,3890805767.0,Hourly Bundle 400MB,30.0,KABUL,Dari,1
60012,10/17/2023,3890751228.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
91765,10/20/2023,3890719475.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
22976,10/10/2023,3890788264.0,Hourly Bundle 400MB,10.0,QANDAHAR,Pashto,1
32671,10/29/2023,3890778569.0,Daily 200MB Data Bundle,15.0,KAPISA,Dari,1
66297,10/3/2023,3890744943.0,Daily 200MB Data Bundle,15.0,PARWAN,Dari,1
20930,10/12/2023,3890790310.0,Monthly 550 Min,135.0,JOZJAN,Dari,1
17997,10/10/2023,3890793243.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
49800,10/1/2023,3890761440.0,Daily 200MB Data Bundle,15.0,JOZJAN,Dari,1
83642,10/16/2023,3890727598.0,Hourly Bundle 400MB,30.0,BAGHLAN,Dari,1
27081,10/4/2023,3890784159.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
31760,10/15/2023,3890779480.0,Hourly Bundle 400MB,20.0,KABUL,Pashto,1
39781,10/24/2023,3890771459.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Dari,1
56401,10/2/2023,3890754839.0,Hourly Bundle 400MB,10.0,BADAKHSHAN,Dari,1
86863,10/8/2023,3890724377.0,Hourly Bundle 400MB,20.0,NANGARHAR,Pashto,1
15901,10/23/2023,3890795339.0,Hourly Bundle 400MB,50.0,TAKHAR,Dari,1
35577,10/17/2023,3890775663.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
642,10/3/2023,3890810598.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
95500,10/10/2023,3890715740.0,Daily 200MB Data Bundle,15.0,KONDUZ,Pashto,1
85397,10/10/2023,3890725843.0,Monthly 20GB for 999AFN,999.0,QANDAHAR,Dari,1
48209,10/29/2023,3890763031.0,Daily 200MB Data Bundle,45.0,KABUL,Dari,1
90010,10/24/2023,3890721230.0,Hourly 50 Onnet Min,20.0,KABUL,Pashto,1
35469,10/22/2023,3890775771.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
29962,10/9/2023,3890781278.0,Daily 200MB Data Bundle,15.0,BAGHLAN,Dari,1
79548,10/17/2023,3890731692.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
17552,10/6/2023,3890793688.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
40577,10/17/2023,3890770663.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
48578,10/2/2023,3890762662.0,Hourly Bundle 400MB,10.0,BAGHLAN,Pashto,1
84780,10/10/2023,3890726460.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
12647,10/1/2023,3890798593.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
21006,10/8/2023,3890790234.0,Hourly Bundle 400MB,50.0,KABUL,Dari,1
48791,10/20/2023,3890762449.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
49080,10/8/2023,3890762160.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
21308,10/9/2023,3890789932.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Dari,1
78395,10/17/2023,3890732845.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
26411,10/24/2023,3890784829.0,Daily 200MB Data Bundle,15.0,LOGAR,Dari,1
26061,10/25/2023,3890785179.0,Hourly Bundle 400MB,10.0,BALKH,Dari,1
64056,10/23/2023,3890747184.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
86546,10/26/2023,3890724694.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
18559,10/22/2023,3890792681.0,Daily 200MB Data Bundle,30.0,KHOST,Dari,1
27343,10/3/2023,3890783897.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
28610,10/10/2023,3890782630.0,Daily 200MB Data Bundle,15.0,KHOST,Pashto,1
29258,10/24/2023,3890781982.0,Daily 200MB Data Bundle,15.0,BAGHLAN,Pashto,1
43039,10/31/2023,3890768201.0,Hourly Bundle 400MB,10.0,QANDAHAR,Pashto,1
86414,10/9/2023,3890724826.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
10702,10/23/2023,3890800538.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
12968,10/19/2023,3890798272.0,Daily 200MB Data Bundle,30.0,QANDAHAR,Dari,1
69909,10/24/2023,3890741331.0,Daily 200MB Data Bundle,15.0,GHAZNI,Dari,1
76809,10/1/2023,3890734431.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Dari,1
72120,10/17/2023,3890739120.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
74805,10/11/2023,3890736435.0,Hourly Bundle 400MB,10.0,PAKTIA,Dari,1
62953,10/30/2023,3890748287.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
27298,10/19/2023,3890783942.0,Daily 200MB Data Bundle,15.0,GHAZNI,Dari,1
39708,10/9/2023,3890771532.0,Daily 200MB Data Bundle,15.0,KONDUZ,Dari,1
29914,10/13/2023,3890781326.0,Daily 200MB Data Bundle,30.0,LOGAR,Dari,1
77589,10/25/2023,3890733651.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
28458,10/23/2023,3890782782.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
28778,10/15/2023,3890782462.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
37244,10/8/2023,3890773996.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
26725,10/15/2023,3890784515.0,Daily 200MB Data Bundle,15.0,PAKTIA,Pashto,1
72804,10/30/2023,3890738436.0,Daily 200MB Data Bundle,17.0,KABUL,Pashto,1
83828,10/8/2023,3890727412.0,Daily 200MB Data Bundle,15.0,FARYAB,Dari,1
11567,10/4/2023,3890799673.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
83651,10/2/2023,3890727589.0,Hourly Bundle 400MB,10.0,GHAZNI,Dari,1
64516,10/6/2023,3890746724.0,Monthly 4GB Subs,399.0,BAGHLAN,Dari,1
36592,10/26/2023,3890774648.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
49394,10/31/2023,3890761846.0,Hourly Bundle 400MB,20.0,QANDAHAR,Dari,1
53899,10/23/2023,3890757341.0,Hourly Bundle 400MB,50.0,KABUL,Pashto,1
25493,10/10/2023,3890785747.0,Hourly Bundle 400MB,40.0,QANDAHAR,Pashto,1
99556,10/16/2023,3890711684.0,Hourly 50 Onnet Min,10.0,KABUL,Dari,1
41495,10/9/2023,3890769745.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
88772,10/4/2023,3890722468.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
48744,10/27/2023,3890762496.0,Daily 200MB Data Bundle,30.0,HERAT,Dari,1
89041,10/26/2023,3890722199.0,Daily 200MB Data Bundle,30.0,BAMYAN,Dari,1
16847,10/24/2023,3890794393.0,Hourly Bundle 400MB,10.0,LAGHMAN,Pashto,1
87525,10/21/2023,3890723715.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
44654,10/26/2023,3890766586.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
7722,10/26/2023,3890803518.0,Hourly Bundle 400MB,10.0,HERAT,Dari,1
56436,10/4/2023,3890754804.0,Monthly 550 Min,135.0,NANGARHAR,Pashto,1
86004,10/29/2023,3890725236.0,Daily 200MB Data Bundle,15.0,KUNAR,English,1
16457,10/13/2023,3890794783.0,Daily 200MB Data Bundle,15.0,HELMAND,Dari,1
20925,10/7/2023,3890790315.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
